id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
575_6_Brassimet_Leaves_PAXs_19_Pos_4274	C32H47N3O10S	[M + H]+	Polyketides	0.44562673568725586	Macrolides	0.39774948358535767	Ansa macrolides	0.3046394884586334	Anisoles	0.6455490589141846			Anisoles	0.6455490589141846	Phenol ethers	0.4749009609222412	Benzenoids	0.6761066317558289	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lactones; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Sulfonyls; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2140_6_Brassimet_Leaves_PAXs_48_Pos_2758	C31H55NO14	[M + H]+	Fatty acids	0.3002415895462036	Sphingolipids	0.33787330985069275	Erythromycins	0.16459773480892181	Aminoglycosides	0.7590630054473877	Aminosaccharides	0.7180947661399841	Carbohydrates and carbohydrate conjugates	0.9960972666740417	Organooxygen compounds	0.9999996423721313	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Dialkylamines; Amines; Alkanolamines; Aminosaccharides; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
992_6_Brassimet_Leaves_PAXs_27_Pos_517	C12H25NO9	[M + H]+	Amino acids and Peptides	0.7543905973434448	Small peptides	0.33854934573173523	Aminoacids	0.05934441089630127	Alpha amino acids and derivatives	0.850731372833252	Amino acids and derivatives	0.8903945088386536	Amino acids, peptides, and analogues	0.8972931504249573	Carboxylic acids and derivatives	0.25915640592575073	Organic acids and derivatives	0.2975558638572693	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Primary amines; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
322_6_Brassimet_Leaves_PAXs_14_Pos_3909	C17H20N4O6	[M + H]+	Alkaloids	0.9983832836151123	Pseudoalkaloids	0.9007641077041626	pteridine alkaloids	0.9755777716636658	Flavins	0.9234527945518494	Flavins	0.9234527945518494	Alloxazines and isoalloxazines	0.9997217059135437	Pteridines and derivatives	0.9999997615814209	Organoheterocyclic compounds	0.9999995231628418	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Alloxazines and isoalloxazines; Quinoxalines; Flavins; Diazines; Secondary alcohols; Polyols; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities
1397_6_Brassimet_Leaves_PAXs_34_Pos_726	C13H26N2O	[M + H]+	Alkaloids	0.9471656084060669	Ornithine alkaloids	0.3299615681171417	Polyamines	0.26650047302246094	Alpha amino acid amides	0.5983514785766602	Amino acids and derivatives	0.8867643475532532	Amino acids, peptides, and analogues	0.8925746083259583	Carboxylic acids and derivatives	0.768449604511261	Organic acids and derivatives	0.9674705266952515	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1255_6_Brassimet_Leaves_PAXs_31_Pos_6006	C20H25NO5	[M + K]+	Polyketides	0.28027328848838806	Steroids	0.38850364089012146	Pregnane steroids	0.17360535264015198	Heteroaromatic compounds	0.7156548500061035					Heteroaromatic compounds	0.7156548500061035	Organoheterocyclic compounds	0.9842460751533508	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
733_6_Brassimet_Leaves_PAXs_21_Pos_4442	C8H7N	[M + H]+	Alkaloids	0.9763340950012207	Tryptophan alkaloids	0.7846947312355042	Simple indole alkaloids	0.8600012063980103	Indoles and derivatives	0.5694393515586853					Indoles and derivatives	0.5694393515586853	Organoheterocyclic compounds	0.97055983543396	Organic compounds; Organoheterocyclic compounds; Pyrroles; Indoles and derivatives; Organonitrogen compounds; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
162_6_Brassimet_Leaves_PAXs_11_Pos_3654	C14H18N4O7S2	[M + H]+	Amino acids and Peptides	0.9504072666168213	β-lactams	0.6866934895515442	Cephalosporins	0.2461078017950058	N-acyl-alpha amino acids and derivatives	0.9352962970733643	Amino acids and derivatives	0.9065394997596741	Amino acids, peptides, and analogues	0.8936805129051208	Carboxylic acids and derivatives	0.9392731189727783	Organic acids and derivatives	0.9885159730911255	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Beta lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1480_6_Brassimet_Leaves_PAXs_36_Pos_95	C16H20N2O6S	[M + H]+	Amino acids and Peptides	0.9589085578918457	Amino acid glycosides	0.9980980753898621	Glucosinolates	0.9891285300254822	Hexoses	0.9690240025520325	Monosaccharides	0.9994713664054871	Carbohydrates and carbohydrate conjugates	0.9998297691345215	Organooxygen compounds	0.9999995231628418	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Glycosylamines; Thioglycosides; Substituted pyrroles; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
582_6_Brassimet_Leaves_PAXs_19_Pos_4281	C16H24O4	[M + H]+	Polyketides	0.8204957842826843	Macrolides	0.8593215942382812	Macrolide lactones	0.8671199083328247	Macrolides and analogues	0.7782583832740784					Macrolides and analogues	0.7782583832740784	Phenylpropanoids and polyketides	0.3849029242992401	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Macrolides and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1867_6_Brassimet_Leaves_PAXs_43_Pos_2365	C12H31N4O5S	[M + H]+	Alkaloids	0.9845322966575623	Ornithine alkaloids	0.854496955871582	Polyamines	0.6544613838195801	Organosulfonic acids and derivatives	0.6515417695045471			Organosulfonic acids and derivatives	0.6515417695045471	Organic sulfonic acids and derivatives	0.6264386773109436	Organic acids and derivatives	0.7167176604270935	Organic compounds; Organosulfur compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Dialkyl ethers; Thioethers; Amines; Sulfenyl compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
14_6_Brassimet_Leaves_PAXs_0_Neg_1289	C25H40O10	[M - H]-	Terpenoids	0.7056766748428345	Diterpenoids	0.671014666557312	Labdane diterpenoids	0.5144432187080383	Diterpene glycosides	0.5674509406089783	Diterpene glycosides	0.5674509406089783	Terpene glycosides	0.7777507901191711	Prenol lipids	0.7000079154968262	Lipids and lipid-like molecules	0.8454602956771851	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Hexoses; Monosaccharides; Diterpenoids; Acetals; Secondary alcohols; Diterpene glycosides; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
577_6_Brassimet_Leaves_PAXs_19_Pos_4276	C14H22N4O3S	[M + Na]+	Alkaloids	0.9549515843391418	Nicotinic acid alkaloids	0.41708695888519287	Pyridine alkaloids	0.39024749398231506	Pyrimidines and pyrimidine derivatives	0.5833555459976196			Pyrimidines and pyrimidine derivatives	0.5833555459976196	Diazines	0.35225507616996765	Organoheterocyclic compounds	0.9998273253440857	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Azoles; Amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
931_6_Brassimet_Leaves_PAXs_25_Pos_4990	C16H29N5O5	[M + Na]+	Amino acids and Peptides	0.8567008972167969	Small peptides	0.9345154762268066	Tripeptides	0.7138330936431885	Oligopeptides	0.7169979810714722	Peptides	0.973466694355011	Amino acids, peptides, and analogues	0.9799442291259766	Carboxylic acids and derivatives	0.9823381900787354	Organic acids and derivatives	0.9912113547325134	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
2471_6_Brassimet_Leaves_PAXs_6_Neg_899	C20H20N4S	[M - H]-	Alkaloids	0.8068464994430542	Tyrosine alkaloids	0.6634606719017029	Isoquinoline alkaloids	0.5684492588043213	Tetrahydroisoquinolines	0.7467645406723022					Tetrahydroisoquinolines	0.7467645406723022	Organoheterocyclic compounds	0.9999089241027832	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Piperazines; Organonitrogen compounds; Nitriles; Trialkylamines; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; N-alkylpiperazines; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
1077_6_Brassimet_Leaves_PAXs_28_Pos_1486	C19H16O5	[M + H]+	Shikimates and Phenylpropanoids	0.9965322017669678	Flavonoids	0.5592978000640869	Linear diarylheptanoids	0.46703797578811646	Hydroxycinnamic acids and derivatives	0.8248745799064636			Hydroxycinnamic acids and derivatives	0.8248745799064636	Cinnamic acids and derivatives	0.8178459405899048	Phenylpropanoids and polyketides	0.7600288391113281	Organic compounds; Styrenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Acryloyl compounds; Organooxygen compounds; Cinnamic acids and derivatives; Enones; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
662_6_Brassimet_Leaves_PAXs_20_Pos_4330	C14H18O2	[M + H]+	Terpenoids	0.9797505140304565	Sesquiterpenoids	0.9031609892845154	Illudalane sesquiterpenoids	0.44465798139572144	Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids	0.5296066999435425	Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids	0.5296066999435425	Sesquiterpenoids	0.3540685772895813	Prenol lipids	0.33411285281181335	Lipids and lipid-like molecules	0.4165899157524109	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids; Aryl ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
341_6_Brassimet_Leaves_PAXs_15_Pos_3929	C20H27NO4S	[M + H]+	Terpenoids	0.3033941388130188	Tryptophan alkaloids	0.13337402045726776	Cembrane diterpenoids	0.08663604408502579	Aromatic monoterpenoids	0.5724904537200928	Aromatic monoterpenoids	0.5724904537200928	Monoterpenoids	0.5450160503387451	Prenol lipids	0.513554573059082	Lipids and lipid-like molecules	0.184517040848732	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Aromatic monoterpenoids; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Monoterpenoids; Bicyclic monoterpenoids; Carbonyl compounds; Oxanes; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
879_6_Brassimet_Leaves_PAXs_24_Pos_4872	C9H16N3O4P	[M + H]+	Amino acids and Peptides	0.5691651701927185	Small peptides	0.5229901075363159	Aminoacids	0.5085797309875488	Alpha amino acids	0.9356778264045715	Amino acids and derivatives	0.9942652583122253	Amino acids, peptides, and analogues	0.9947354197502136	Carboxylic acids and derivatives	0.9760732650756836	Organic acids and derivatives	0.9999747276306152	Organic compounds; Organoheterocyclic compounds; Amidines; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Organic phosphonic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1783_6_Brassimet_Leaves_PAXs_41_Pos_2206	C16H21N5O3	[M + H]+	Amino acids and Peptides	0.7272101640701294	Small peptides	0.9346151947975159	Dipeptides	0.9928372502326965	Alpha amino acids and derivatives	0.6077342629432678	Amino acids and derivatives	0.35106372833251953	Amino acids, peptides, and analogues	0.34576478600502014	Carboxylic acids and derivatives	0.9938287138938904	Organic acids and derivatives	0.998684823513031	Organic compounds; Organoheterocyclic compounds; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Indolecarboxylic acids and derivatives; Indolecarboxamides and derivatives; Substituted pyrroles; Benzenoids; Indoles; Pyrrole carboxylic acids and derivatives; Pyrrole carboxamides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
220_6_Brassimet_Leaves_PAXs_12_Pos_3750	C19H45N7O2	[M + H]+	Alkaloids	0.8159899115562439	Ornithine alkaloids	0.660581648349762	Polyamines	0.2847856283187866	Tertiary amines	0.7622531652450562	Tertiary amines	0.7622531652450562	Amines	0.9975995421409607	Organonitrogen compounds	0.9999995231628418	Organic nitrogen compounds	1.0	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Amines; Primary amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
2086_6_Brassimet_Leaves_PAXs_47_Pos_2609	C17H15NO6	[M + H]+	Shikimates and Phenylpropanoids	0.6350612044334412	Cyclic polyketides	0.08502113074064255	Chalcones	0.15069840848445892	N-acyl-alpha amino acids and derivatives	0.7398505806922913	Amino acids and derivatives	0.8010860085487366	Amino acids, peptides, and analogues	0.800902247428894	Carboxylic acids and derivatives	0.9131692051887512	Organic acids and derivatives	0.9919105172157288	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Styrenes; Alpha amino acids and derivatives; Phenols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Pyrrolidones; N-acyl-alpha amino acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Pyrrolidine-2-ones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
2277_6_Brassimet_Leaves_PAXs_50_Pos_3037	C26H31N3O8	[M + H]+	Shikimates and Phenylpropanoids	0.30227160453796387	Oligopeptides	0.2035326510667801	Depsipeptides	0.30708348751068115	Amino acids and derivatives	0.8630829453468323	Amino acids and derivatives	0.8630829453468323	Amino acids, peptides, and analogues	0.8538098931312561	Carboxylic acids and derivatives	0.990968644618988	Organic acids and derivatives	0.9975816011428833	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Oxazoles; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1129_6_Brassimet_Leaves_PAXs_29_Pos_5655	C34H52O9	[M + Na]+	Polyketides	0.8922213315963745	Linear polyketides	0.543711245059967	Open-chain polyketides	0.5533496737480164	Diterpene glycosides	0.7658034563064575	Diterpene glycosides	0.7658034563064575	Terpene glycosides	0.39349254965782166	Prenol lipids	0.8126412630081177	Lipids and lipid-like molecules	0.9078786373138428	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acids; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Diterpene glycosides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
870_6_Brassimet_Leaves_PAXs_24_Pos_4854	C22H27NO17	[M + H]+	Alkaloids	0.7057662606239319	Tyrosine alkaloids	0.506348192691803	Betalain alkaloids	0.33754703402519226	Alpha amino acids	0.5822387337684631	Amino acids and derivatives	0.7520634531974792	Amino acids, peptides, and analogues	0.7303283214569092	Carboxylic acids and derivatives	0.9936670660972595	Organic acids and derivatives	0.9970683455467224	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Indolines; Carboxylic acids; Carboxylic acid esters; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Indolecarboxylic acids and derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Alpha amino acids; Indolecarboxylic acids; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
1953_6_Brassimet_Leaves_PAXs_45_Pos_2445	C16H34O7	[M + H3N + H]+	Fatty acids	0.9858469367027283	Glycerolipids	0.7055124640464783	Monoacylglycerols	0.647034227848053	Hexoses	0.632749080657959	Monosaccharides	0.274453341960907	Carbohydrates and carbohydrate conjugates	0.3436528444290161	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hexoses; Polyols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
414_6_Brassimet_Leaves_PAXs_16_Pos_4059	C14H19N5O6S	[M + K]+	Carbohydrates	0.9185843467712402	Nucleosides	0.8574711680412292	Purine nucleos(t)ides	0.530046284198761	Alpha amino acids and derivatives	0.5671616792678833	Amino acids and derivatives	0.8637463450431824	Amino acids, peptides, and analogues	0.8630098700523376	Carboxylic acids and derivatives	0.854907751083374	Organic acids and derivatives	0.9517651796340942	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
444_6_Brassimet_Leaves_PAXs_17_Pos_4085	C24H30N6O5	[M + H]+	Amino acids and Peptides	0.9995641112327576	Small peptides	0.9995324611663818	Dipeptides	0.7811509370803833	Oligopeptides	0.6977174878120422	Peptides	0.999988317489624	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	1.0	Organic acids and derivatives	1.0	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Oligopeptides; Chemical entities
2019_6_Brassimet_Leaves_PAXs_46_Pos_2510	C11H14O	[M + H]+	Terpenoids	0.6326327919960022	Sesquiterpenoids	0.3420049250125885	Menthane monoterpenoids	0.26779866218566895	Ketones	0.6916276216506958	Ketones	0.6916276216506958	Carbonyl compounds	0.7227044105529785	Organooxygen compounds	0.9997074007987976	Organic oxygen compounds	0.9999970197677612	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
