id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
572_1_Brassimet_Roots_Neg-POS_PAXs_19_p2584	C14H19N3O11	[M + K]+	Carbohydrates	0.7461193799972534	Nucleosides	0.22146795690059662	Pyrimidine nucleos(t)ides	0.07106121629476547	Alpha amino acids and derivatives	0.5276345610618591	Amino acids and derivatives	0.48115652799606323	Amino acids, peptides, and analogues	0.4848455786705017	Carboxylic acids and derivatives	0.30589255690574646	Organic acids and derivatives	0.6228005886077881	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Nitrobenzenes; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Aralkylamines; Phenylalkylamines; Organic oxides; Dinitroanilines; C-nitro compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
963_1_Brassimet_Roots_Neg-POS_PAXs_5_p2131	C20H37N7O14S2	[M + H]+	Carbohydrates	0.9214755892753601	Small peptides	0.23550280928611755	Polyamines	0.09222937375307083	Peptides	0.5580394268035889	Peptides	0.5580394268035889	Amino acids, peptides, and analogues	0.8480344414710999	Carboxylic acids and derivatives	0.9329050779342651	Organic acids and derivatives	0.9992963075637817	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Acetals; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1129_1_Brassimet_Roots_Neg-POS_PAXs_8_p1650	C26H33NO12	[M + H]+	Alkaloids	0.6125391125679016	Tyrosine alkaloids	0.3438706398010254	Neolignans	0.7584764957427979	Lignans, neolignans and related compounds	0.6326226592063904							Lignans, neolignans and related compounds	0.6326226592063904	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Benzofurans; Organooxygen compounds; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Lignans, neolignans and related compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; 2-arylbenzofuran flavonoids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Coumarans; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
137_1_Brassimet_Roots_Neg-POS_PAXs_10_p1155	C13H18N4O3S2	[M + H]+	Amino acids and Peptides	0.6049557328224182	Pseudoalkaloids	0.25749364495277405	Dipeptides	0.23658180236816406	Azoles	0.9799116253852844					Azoles	0.9799116253852844	Organoheterocyclic compounds	0.9973722696304321	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
203_1_Brassimet_Roots_Neg-POS_PAXs_12_p1176	C20H27N4O10PS	[M + H]+	Carbohydrates	0.8454069495201111	Nucleosides	0.9448946118354797	Purine nucleos(t)ides	0.9066519141197205	Purine ribonucleoside monophosphates	0.9996001124382019	Purine ribonucleoside monophosphates	0.9996001124382019	Purine ribonucleotides	0.9873924851417542	Purine nucleotides	0.36251190304756165	Nucleosides, nucleotides, and analogues	0.990063488483429	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Benzoic acids and derivatives; Purines and purine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside monophosphates; Secondary alcohols; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Pentose phosphates; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; Alkyl phosphates; Monoalkyl phosphates; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
608_1_Brassimet_Roots_Neg-POS_PAXs_2_n837	C16H30O6	[M - H]-	Fatty acids	0.9031257033348083	Eicosanoids	0.7325296998023987	Prostaglandins	0.6262126564979553	Prostaglandins and related compounds	0.779948353767395	Prostaglandins and related compounds	0.779948353767395	Eicosanoids	0.7224478721618652	Fatty Acyls	0.9908628463745117	Lipids and lipid-like molecules	0.9837362170219421	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Eicosanoids; Prostaglandins and related compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Cyclopentanols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
969_1_Brassimet_Roots_Neg-POS_PAXs_5_p1359	C10H8N4O4	[M + H]+	Alkaloids	0.5869617462158203	Pseudoalkaloids	0.41388750076293945	Azo and Azoxy alkaloids	0.49808263778686523	Nitroaromatic compounds	0.5536581873893738	C-nitro compounds	0.3890950679779053	Organic nitro compounds	0.4636004567146301	Allyl-type 1,3-dipolar organic compounds	0.5840670466423035	Organic 1,3-dipolar compounds	0.5551192164421082	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azo compounds; Benzenoids; Primary amines; Cyclic ketones; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities
566_1_Brassimet_Roots_Neg-POS_PAXs_19_p796	C31H65N11O6	[M + H]+	Amino acids and Peptides	0.9082840085029602	Small peptides	0.16038846969604492	Tripeptides	0.5967108011245728	Oligopeptides	0.8895435333251953	Peptides	0.9938067197799683	Amino acids, peptides, and analogues	0.9954690933227539	Carboxylic acids and derivatives	0.9835130572319031	Organic acids and derivatives	0.9889453053474426	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
247_1_Brassimet_Roots_Neg-POS_PAXs_12_p2448	C32H33N3O17	[M + H]+	Alkaloids	0.7696407437324524	Tryptophan alkaloids	0.29509595036506653	Betalain alkaloids	0.421527236700058	Alpha amino acids and derivatives	0.604131817817688	Amino acids and derivatives	0.3381907641887665	Amino acids, peptides, and analogues	0.30596721172332764	Carboxylic acids and derivatives	0.9849515557289124	Organic acids and derivatives	0.9905170798301697	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Indolecarboxylic acids and derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Indolecarboxylic acids; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
402_1_Brassimet_Roots_Neg-POS_PAXs_16_p1989	C21H21N3O4	[M + H]+	Amino acids and Peptides	0.8075886964797974	Small peptides	0.9758198261260986	Dipeptides	0.9871041178703308	N-acyl-alpha amino acids	0.9944823980331421	Amino acids and derivatives	0.8302208781242371	Amino acids, peptides, and analogues	0.8091256022453308	Carboxylic acids and derivatives	0.9999876022338867	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Alkyl aryl ethers; Phenols; Anisoles; Tryptamines and derivatives; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Serotonins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; N-acyl-alpha amino acids; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyindoles; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
796_1_Brassimet_Roots_Neg-POS_PAXs_23_p2415	C23H24N2O7S	[M + H]+	Shikimates and Phenylpropanoids	0.23664385080337524	Coumarins	0.4410150945186615	Simple coumarins	0.38825204968452454	L-alpha-amino acids	0.5116447806358337	Amino acids and derivatives	0.9628614783287048	Amino acids, peptides, and analogues	0.9612202048301697	Carboxylic acids and derivatives	0.9821146130561829	Organic acids and derivatives	0.9975405931472778	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Oxolanes; Oxanes; Glycosylamines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
972_1_Brassimet_Roots_Neg-POS_PAXs_5_p1076	C17H30O11S3	[M + H]+	Polyketides	0.030048295855522156	Alkylresorcinols	0.05637704208493233	Glucosinolates	0.05628107115626335	Thioglycosides	0.6899178624153137	Glycosyl compounds	0.9131926894187927	Carbohydrates and carbohydrate conjugates	0.9844682812690735	Organooxygen compounds	0.999919056892395	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Thioacetals; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; Thioglycosides; O-glycosyl compounds; Thiols; Sulfuric acid esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
548_1_Brassimet_Roots_Neg-POS_PAXs_19_p1691	C20H33NO9	[M + Na]+	Shikimates and Phenylpropanoids	0.22734971344470978	Small peptides	0.043542761355638504	Aminoacids	0.024392494931817055	Fatty acid esters	0.7845979928970337			Fatty acid esters	0.7845979928970337	Fatty Acyls	0.9191818237304688	Lipids and lipid-like molecules	0.9480850100517273	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
299_1_Brassimet_Roots_Neg-POS_PAXs_14_p1248	C28H23N5O4S	[M + H]+	Alkaloids	0.9918180704116821	Tryptophan alkaloids	0.6877692937850952	Carboline alkaloids	0.19596335291862488	Isoindolones	0.8560354113578796	Isoindolones	0.8560354113578796	Isoindolines	0.7733826637268066	Isoindoles and derivatives	0.7610844969749451	Organoheterocyclic compounds	0.9999992847442627	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrroles; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Isoindoles and derivatives; Isoindolones; Benzene and substituted derivatives; Benzenoids; Isoindolines; Indoles; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
10_1_Brassimet_Roots_Neg-POS_PAXs_0_n119	C15H20N5O12PS2	[M - H]-	Carbohydrates	0.5784296989440918	Amino acid glycosides	0.7141917943954468	Glucosinolates	0.7809608578681946	Purine ribonucleotides	0.5093294382095337			Purine ribonucleotides	0.5093294382095337	Purine nucleotides	0.3327408730983734	Nucleosides, nucleotides, and analogues	0.7444438934326172	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Glucosinolates; Organic phosphoric acids and derivatives; Organic sulfuric acids and derivatives; Phosphate esters; Azoles; Thioacetals; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Substituted imidazoles; N-substituted imidazoles; Primary amines; Tetrahydrofurans; Sulfenyl compounds; Alkyl phosphates; Monoalkyl phosphates; Alkylglucosinolates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
942_1_Brassimet_Roots_Neg-POS_PAXs_5_p2110	C13H25NO7S3	[M + H]+	Amino acids and Peptides	0.9997311234474182	Amino acid glycosides	0.9999997615814209	Glucosinolates	1.0	Hexoses	0.9764652848243713	Monosaccharides	0.9999991655349731	Carbohydrates and carbohydrate conjugates	0.9999735355377197	Organooxygen compounds	0.9999983310699463	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfoxides; Thioacetals; Thioethers; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfinyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
451_1_Brassimet_Roots_Neg-POS_PAXs_17_p1125	C16H16N6O4	[M + H]+	Alkaloids	0.3792250454425812	Nicotinic acid alkaloids	0.3076825737953186	Purine nucleos(t)ides	0.4146753251552582	Benzene and substituted derivatives	0.7095851302146912					Benzene and substituted derivatives	0.7095851302146912	Benzenoids	0.9044423699378967	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Tetrazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Diazines; Benzene and substituted derivatives; Benzenoids; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
470_1_Brassimet_Roots_Neg-POS_PAXs_17_p931	C16H30O2	[M + Na]+	Fatty acids	0.9411109089851379	Fatty Acids and Conjugates	0.7543014883995056	Unsaturated fatty acids	0.7773425579071045	Long-chain fatty acids	0.870315670967102	Long-chain fatty acids	0.870315670967102	Fatty acids and conjugates	0.8769739866256714	Fatty Acyls	0.9829016923904419	Lipids and lipid-like molecules	0.9846460223197937	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
190_1_Brassimet_Roots_Neg-POS_PAXs_11_p1885	C30H46N4O15	[M + H]+	Alkaloids	0.9424605965614319	Pseudoalkaloids	0.19272735714912415	Pyridine alkaloids	0.05954303964972496	Alkyl glycosides	0.8339524865150452	Alkyl glycosides	0.8339524865150452	Fatty acyl glycosides	0.7783915400505066	Fatty Acyls	0.33057722449302673	Lipids and lipid-like molecules	0.5570837259292603	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
180_1_Brassimet_Roots_Neg-POS_PAXs_11_p637	C13H14N6O4S	[M + H]+	Alkaloids	0.5558190941810608	Nucleosides	0.8052970170974731	Purine nucleos(t)ides	0.8401145935058594	5'-deoxyribonucleosides	0.6253682374954224					5'-deoxyribonucleosides	0.6253682374954224	Nucleosides, nucleotides, and analogues	0.8627141714096069	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Hypoxanthines; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Sulfenyl compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
890_1_Brassimet_Roots_Neg-POS_PAXs_4_n165	C9H6N2O6S	[M - H]-	Amino acids and Peptides	0.5093830227851868	Small peptides	0.5597793459892273	Aminoacids	0.5101951956748962	Alpha amino acids and derivatives	0.5553992986679077	Amino acids and derivatives	0.3485134243965149	Amino acids, peptides, and analogues	0.3503318130970001	Carboxylic acids and derivatives	0.9785972237586975	Organic acids and derivatives	0.9989815354347229	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
411_1_Brassimet_Roots_Neg-POS_PAXs_16_p1410	C18H30N12O12	[M + H]+	Carbohydrates	0.4258982539176941	Pseudoalkaloids	0.10809453576803207	Purine nucleos(t)ides	0.2771635353565216	Purine nucleosides	0.6330652236938477					Purine nucleosides	0.6330652236938477	Nucleosides, nucleotides, and analogues	0.520668625831604	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Azoles; Purine nucleosides; N-acyl-alpha amino acids and derivatives; Aminopyrimidines and derivatives; Pentoses; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; Amines; Primary amines; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
559_1_Brassimet_Roots_Neg-POS_PAXs_19_p22	C18H20O4	[M + H]+	Shikimates and Phenylpropanoids	0.9572499394416809	Flavonoids	0.4213469922542572	Monomeric stilbenes	0.1594524085521698	Anisoles	0.918196976184845			Anisoles	0.918196976184845	Phenol ethers	0.9411425590515137	Benzenoids	0.9996076226234436	Organic compounds; Organoheterocyclic compounds; Styrenes; Alkyl aryl ethers; Anisoles; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities
1118_1_Brassimet_Roots_Neg-POS_PAXs_8_p1837	C16H19NO7S	[M + H]+	Amino acids and Peptides	0.8933126926422119	Amino acid glycosides	0.9837868809700012	Glucosinolates	0.8750225901603699	Hexoses	0.9705736637115479	Monosaccharides	0.9997373223304749	Carbohydrates and carbohydrate conjugates	0.9993928670883179	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Benzenoids; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
708_1_Brassimet_Roots_Neg-POS_PAXs_21_p688	C7H18N5O7S	[M + H]+	Amino acids and Peptides	0.8650184273719788	Small peptides	0.960260808467865	Aminoacids	0.22571004927158356	Alpha amino acids	0.9320357441902161	Amino acids and derivatives	0.8778454065322876	Amino acids, peptides, and analogues	0.8836585879325867	Carboxylic acids and derivatives	0.7890821099281311	Organic acids and derivatives	0.9993877410888672	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Sulfonyls; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
317_1_Brassimet_Roots_Neg-POS_PAXs_14_p2427	C19H21NO10	[M + H]+	Alkaloids	0.935218334197998	Tryptophan alkaloids	0.9228525757789612	Simple indole alkaloids	0.8017333149909973	1-pyranosylindoles	0.7520362734794617			1-pyranosylindoles	0.7520362734794617	Nucleoside and nucleotide analogues	0.9246783256530762	Nucleosides, nucleotides, and analogues	0.4078575372695923	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Indolecarboxylic acids and derivatives; Glycosyl compounds; O-glycosyl compounds; Substituted pyrroles; Polyols; Benzenoids; Indoles; 1-pyranosylindoles; Nucleoside and nucleotide analogues; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
