id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
788_1_Brassimet_Roots_Neg-POS_PAXs_22_p261	C21H21N5O6S2	[M + H]+	C21H21N5O6S2	Amino acids and Peptides	0.8402321338653564	Peptide alkaloids	0.4939270317554474	Cephalosporins	0.8528258800506592	Amino acids and derivatives	0.5423344373703003	Amino acids and derivatives	0.5423344373703003	Amino acids, peptides, and analogues	0.5396341681480408	Carboxylic acids and derivatives	0.9344298839569092	Organic acids and derivatives	0.975191056728363	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Pyrroles; Lactams; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Primary amines; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1127_1_Brassimet_Roots_Neg-POS_PAXs_8_p866	C12H24N4O5S2	[M + K]+	C12H24N4O5S2	Amino acids and Peptides	0.4159221649169922	Small peptides	0.38669076561927795	Tripeptides	0.05501018464565277	Alpha amino acids and derivatives	0.758961021900177	Amino acids and derivatives	0.8965113162994385	Amino acids, peptides, and analogues	0.8825286626815796	Carboxylic acids and derivatives	0.9088435769081116	Organic acids and derivatives	0.925147533416748	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
813_1_Brassimet_Roots_Neg-POS_PAXs_23_p514	C14H20N2O3	[M + H]+	C14H20N2O3	Alkaloids	0.95735764503479	Ornithine alkaloids	0.9919885396957397	Polyamines	0.9851651191711426	Amino acids and derivatives	0.9756028652191162	Amino acids and derivatives	0.9756028652191162	Amino acids, peptides, and analogues	0.9779728651046753	Carboxylic acids and derivatives	0.9771230220794678	Organic acids and derivatives	0.9984481334686279	Organic compounds; Amino acids, peptides, and analogues; Styrenes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Hydroxycinnamic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Primary amines; Cinnamic acid amides; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
700_1_Brassimet_Roots_Neg-POS_PAXs_21_p1382	C19H39NO8P2S7	[M + H]+	C19H39NO8P2S7	Fatty acids	0.7240610122680664	Glycerophospholipids	0.7473282814025879	Glycerophosphoethanolamines	0.1659148931503296	Thiophosphoric acid esters	0.6825389266014099			Thiophosphoric acid esters	0.6825389266014099	Organic thiophosphoric acids and derivatives	0.779514729976654	Organic acids and derivatives	0.9971480965614319	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic thiophosphoric acids and derivatives; Thiophosphoric acid esters; Sulfenyl compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1132_1_Brassimet_Roots_Neg-POS_PAXs_8_p2321	C14H21N5O10S2	[M + H]+	C14H21N5O10S2	Amino acids and Peptides	0.9770113825798035	Small peptides	0.9973094463348389	Tripeptides	0.920580267906189	Gamma-glutamyl peptides	0.9755133390426636	Peptides	0.996471643447876	Amino acids, peptides, and analogues	0.9714254140853882	Carboxylic acids and derivatives	0.9876378774642944	Organic acids and derivatives	0.9998216032981873	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl peptides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
376_1_Brassimet_Roots_Neg-POS_PAXs_15_p1687	C26H27N3O7S	[M + H]+	C26H27N3O7S	Alkaloids	0.9460667371749878	Tryptophan alkaloids	0.9117018580436707	Carbazole alkaloids	0.8728911876678467	Indoles	0.5291374325752258			Indoles	0.5291374325752258	Indoles and derivatives	0.7157323956489563	Organoheterocyclic compounds	0.9999995231628418	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Indoles and derivatives; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioethers; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Benzene and substituted derivatives; Polyols; Benzenoids; Indoles; Sulfenyl compounds; Alkylarylthioethers; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities
704_1_Brassimet_Roots_Neg-POS_PAXs_21_p2066	C11H20N2O5S	[M + H]+	C11H20N2O5S	Amino acids and Peptides	0.8826526403427124	Amino acid glycosides	0.48887625336647034	Dipeptides	0.15355394780635834	Alpha amino acids	0.5980035066604614	Amino acids and derivatives	0.9141175150871277	Amino acids, peptides, and analogues	0.9085888862609863	Carboxylic acids and derivatives	0.5458822846412659	Organic acids and derivatives	0.718368649482727	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monosaccharides; Carbonyl compounds; Oxanes; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1163_1_Brassimet_Roots_Neg-POS_PAXs_9_p847	C29H34O15	[M + H]+	C29H34O15	Shikimates and Phenylpropanoids	0.6042548418045044	Monoterpenoids	0.6460620760917664	Secoiridoid monoterpenoids	0.368083655834198	Lignan glycosides	0.5940938591957092					Lignan glycosides	0.5940938591957092	Lignans, neolignans and related compounds	0.3171800673007965	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
1043_1_Brassimet_Roots_Neg-POS_PAXs_7_p1797	C25H34N8O16	[M + H]+	C25H34N8O16	Alkaloids	0.8250853419303894	Nucleosides	0.1791245937347412	Purine nucleos(t)ides	0.39398929476737976	Purine nucleosides	0.9386216402053833					Purine nucleosides	0.9386216402053833	Nucleosides, nucleotides, and analogues	0.1357201337814331	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Purine nucleosides; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Organic oxoazanium compounds; Disaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Benzenoids; Amines; Primary amines; Secondary amines; Secondary alkylarylamines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
459_1_Brassimet_Roots_Neg-POS_PAXs_17_p2359	C20H30N8O9S	[M + H]+	C20H30N8O9S	Carbohydrates	0.9204063415527344	Nucleosides	0.8746123909950256	Purine nucleos(t)ides	0.8670350909233093	Peptides	0.7688064575195312	Peptides	0.7688064575195312	Amino acids, peptides, and analogues	0.9734068512916565	Carboxylic acids and derivatives	0.9816204309463501	Organic acids and derivatives	0.9871768355369568	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Amino acids and derivatives; Peptides; Azoles; Monoalkylamines; Purine nucleosides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Alpha amino acid amides; Substituted imidazoles; N-substituted imidazoles; Alpha amino acids; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; Dialkylthioethers; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
680_1_Brassimet_Roots_Neg-POS_PAXs_20_p1154	C44H86N2O2	[M + H]+	C44H86N2O2	Fatty acids	0.9970375299453735	Fatty amides	0.9377456307411194	N-acyl amines	0.8424333930015564	N-acyl amines	0.9697046875953674	N-acyl amines	0.9697046875953674	Fatty amides	0.9883910417556763	Fatty Acyls	0.9941291809082031	Lipids and lipid-like molecules	0.9879875183105469	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1180_1_Brassimet_Roots_Neg-POS_PAXs_9_p1465	C20H23N7O15	[M + H]+	C20H23N7O15	Alkaloids	0.8224749565124512	Nucleosides	0.259430468082428	Purine nucleos(t)ides	0.42207086086273193	N-acyl-alpha amino acids and derivatives	0.8770913481712341	Amino acids and derivatives	0.9885741472244263	Amino acids, peptides, and analogues	0.9881630539894104	Carboxylic acids and derivatives	0.9626531004905701	Organic acids and derivatives	0.9961424469947815	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Aminopyrimidines and derivatives; Benzenediols; Diazines; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Substituted imidazoles; N-substituted imidazoles; Phenol ethers; Methoxybenzoic acids and derivatives; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Benzoic acids; Tetrahydrofurans; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
565_1_Brassimet_Roots_Neg-POS_PAXs_19_p453	C31H69N5O5	[M + H]+	C31H69N5O5	Fatty acids	0.5949227213859558	Sphingolipids	0.491618812084198	Ceramides	0.5002937912940979	N-acyl amines	0.582129955291748	N-acyl amines	0.582129955291748	Fatty amides	0.6969318389892578	Fatty Acyls	0.9239548444747925	Lipids and lipid-like molecules	0.7924073934555054	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Guanidines; Carboxylic acid amides; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Carboximidamides; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1033_1_Brassimet_Roots_Neg-POS_PAXs_6_p1372	C29H38N4O13	[M + K]+	C29H38N4O13	Alkaloids	0.8738846182823181	Tryptophan alkaloids	0.23015782237052917	Carboline alkaloids	0.06440816819667816	Alpha amino acid amides	0.5441199541091919	Amino acids and derivatives	0.8567976951599121	Amino acids, peptides, and analogues	0.8600242137908936	Carboxylic acids and derivatives	0.9197400808334351	Organic acids and derivatives	0.962148904800415	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Indolines; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Alpha amino acid amides; Alpha amino acids; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
1011_1_Brassimet_Roots_Neg-POS_PAXs_6_p2665	C14H17N2O4S	[M + H]+	C14H17N2O4S	Alkaloids	0.5279811024665833	Small peptides	0.24805477261543274	Dipeptides	0.16754254698753357	Alpha amino acids and derivatives	0.7637888193130493	Amino acids and derivatives	0.7944756746292114	Amino acids, peptides, and analogues	0.7996987700462341	Carboxylic acids and derivatives	0.9918299317359924	Organic acids and derivatives	0.9999727010726929	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
549_1_Brassimet_Roots_Neg-POS_PAXs_19_p2156	C28H36N4O4	[M + H]+	C28H36N4O4	Amino acids and Peptides	0.9822021126747131	Oligopeptides	0.8191063404083252	Cyclic peptides	0.9960176348686218	Oligopeptides	0.9596843719482422	Peptides	0.9848360419273376	Amino acids, peptides, and analogues	0.9990801811218262	Carboxylic acids and derivatives	0.9993763566017151	Organic acids and derivatives	0.999832272529602	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Diazinanes; Benzenoids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
87_1_Brassimet_Roots_Neg-POS_PAXs_1_n13	C14H17N5O8S2	[M - H]-	C14H17N5O8S2	Amino acids and Peptides	0.5793901085853577	Guanidine alkaloids	0.6032707095146179	Tricyclic guanidine alkaloids	0.4710652828216553	Alpha amino acids and derivatives	0.571969747543335	Amino acids and derivatives	0.42765411734580994	Amino acids, peptides, and analogues	0.42389073967933655	Carboxylic acids and derivatives	0.3064887225627899	Organic acids and derivatives	0.9990143775939941	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
284_1_Brassimet_Roots_Neg-POS_PAXs_13_p593	C12H15N3O2	[M + H]+	C12H15N3O2	Alkaloids	0.968386709690094	Nicotinic acid alkaloids	0.6872730255126953	Pyridine alkaloids	0.6869881749153137	Benzoic acids	0.6400285959243774	Benzoic acids	0.6400285959243774	Benzoic acids and derivatives	0.15858842432498932	Benzene and substituted derivatives	0.27943772077560425	Benzenoids	0.37795642018318176	Organic compounds; Organoheterocyclic compounds; Amidines; Pyridines and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Benzoic acids; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
94_1_Brassimet_Roots_Neg-POS_PAXs_1_n431	C20H22O8	[M - H]-	C20H22O8	Shikimates and Phenylpropanoids	0.7271044850349426	Lignans	0.8265844583511353	Neolignans	0.647095263004303	Lignans, neolignans and related compounds	0.6870666146278381							Lignans, neolignans and related compounds	0.6870666146278381	Organic compounds; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Lignans, neolignans and related compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aromatic alcohols; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities
926_1_Brassimet_Roots_Neg-POS_PAXs_4_n12	C6H4N4O4P2S	[M - H]-	C6H4N4O4P2S	Alkaloids	0.622194230556488	Pseudoalkaloids	0.5040203928947449	pteridine alkaloids	0.33524128794670105	Organic thiophosphoric acids and derivatives	0.5422232747077942					Organic thiophosphoric acids and derivatives	0.5422232747077942	Organic acids and derivatives	0.8972078561782837	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Azoles; Organic thiophosphoric acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1034_1_Brassimet_Roots_Neg-POS_PAXs_6_p2288	C15H22N3O8P	[M + H]+	C15H22N3O8P	Carbohydrates	0.8031207919120789	Nucleosides	0.8092489838600159	Pyrimidine nucleos(t)ides	0.20583811402320862	Glycosylamines	0.8564323782920837	Glycosyl compounds	0.611965000629425	Carbohydrates and carbohydrate conjugates	0.745974063873291	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Diazines; Pentoses; Monosaccharides; Monosaccharide phosphates; Carbonyl compounds; Glycosyl compounds; Hydropyrimidines; Glycosylamines; Amines; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
393_1_Brassimet_Roots_Neg-POS_PAXs_15_p1823	C12H13NO3S	[M + H]+	C12H13NO3S	Shikimates and Phenylpropanoids	0.7373073101043701	Phenylpropanoids (C6-C3)	0.46290838718414307	Cinnamic acid amides	0.2546456456184387	Anisoles	0.767460823059082			Anisoles	0.767460823059082	Phenol ethers	0.8283663988113403	Benzenoids	0.9783177375793457	Organic compounds; Organoheterocyclic compounds; Thiophenes; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Aminothiophenes; Thiophene carboxylic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Primary amines; Methyl esters; Vinylogous amides; Organic oxides; 2-aminothiophenes; Methoxybenzenes; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities
413_1_Brassimet_Roots_Neg-POS_PAXs_16_p2783	C12H23N5O6S	[M + H]+	C12H23N5O6S	Alkaloids	0.4496893584728241	Small peptides	0.4912261366844177	Tripeptides	0.17798498272895813	Alpha amino acids	0.8607008457183838	Amino acids and derivatives	0.9912673830986023	Amino acids, peptides, and analogues	0.9902164936065674	Carboxylic acids and derivatives	0.9555310606956482	Organic acids and derivatives	0.9975005984306335	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
866_1_Brassimet_Roots_Neg-POS_PAXs_3_n777	C16H21N5O9S	[M - H]-	C16H21N5O9S	Amino acids and Peptides	0.6370913982391357	Guanidine alkaloids	0.13108478486537933	Tricyclic guanidine alkaloids	0.1600615382194519	Alpha amino acids and derivatives	0.6916491985321045	Amino acids and derivatives	0.680583655834198	Amino acids, peptides, and analogues	0.6819986701011658	Carboxylic acids and derivatives	0.47607412934303284	Organic acids and derivatives	0.9971675276756287	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Benzene and substituted derivatives; Polyols; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1117_1_Brassimet_Roots_Neg-POS_PAXs_8_p657	C11H9NO2S	[M + H]+	C11H9NO2S	Alkaloids	0.8769407272338867	Anthranilic acid alkaloids	0.23055003583431244	Pyridine alkaloids	0.16737769544124603	Quinolines and derivatives	0.76275235414505					Quinolines and derivatives	0.76275235414505	Organoheterocyclic compounds	0.9952326416969299	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Phenols; Organonitrogen compounds; Organooxygen compounds; Quinolines and derivatives; Benzene and substituted derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities
748_1_Brassimet_Roots_Neg-POS_PAXs_22_p607	C10H9N	[M + H]+	C10H9N	Alkaloids	0.9976102113723755	Tryptophan alkaloids	0.7237976789474487	Simple indole alkaloids	0.37337055802345276	Indoles	0.5211352109909058			Indoles	0.5211352109909058	Indoles and derivatives	0.46702146530151367	Organoheterocyclic compounds	0.9997460246086121	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organonitrogen compounds; Benzenoids; Indoles; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
678_1_Brassimet_Roots_Neg-POS_PAXs_20_p1353	C12H24N3O3	[M + H]+	C12H24N3O3	Alkaloids	0.6812994480133057	Small peptides	0.3702082633972168	Aminoacids	0.09288564324378967	Amino acids and derivatives	0.7549821734428406	Amino acids and derivatives	0.7549821734428406	Amino acids, peptides, and analogues	0.7462315559387207	Carboxylic acids and derivatives	0.9871727228164673	Organic acids and derivatives	0.9919969439506531	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
